
AIS Model DLK-70 WebPstat Electrochemical Analyzer Rev 2.87
Copyright (c) 2010-2015, Analytical Instrument Systems, Inc.
All Rights Reserved.

"Data File Name: EDS00295-0010-E00001.csv"
"Job ID: 295"
"Electrode Number: 1"
"Manipulator Position (mm): 30.0"
"Date/Time: 05/09/2016 14:24:02"
"Experiment Name: Calib_WE_sulfide"
"Technique: Cyclic Voltammetry"
"User Notes: "
"Internal Instrument Temperature: 25.586138 C"
"Data Points: 1947"
"Pulse Height: 0.0"
"Sequence ID: N/A"
"Current Range: 100 nA / V"
"Filter: None"
"eFilter: Off"
"Scan Rate: 100.00"
"Average Step Size: 0.001750V"
"Sampling Time: 17500 microseconds"
"Degas: 0"
"Stir Time: 0"
"Condition: E : -0.900000 time(sec): 3.000000E : -0.100000 time(sec): 3.000000"
"Vertex 1 Potentials: Initial -0.100 Final -1.800"
"Vertex 2 Potentials: Initial -1.800 Final -0.100"

ESIG(E), ISIG(A)
-6.387500e-01,2.330307e-08
-6.405000e-01,2.302332e-08
-6.422500e-01,2.324712e-08
-6.440000e-01,2.377864e-08
-6.457500e-01,2.436611e-08
-6.475000e-01,2.436611e-08
-6.492500e-01,2.458991e-08
-6.510000e-01,2.319117e-08
-6.527500e-01,2.235192e-08
-6.545000e-01,2.299535e-08
-6.562500e-01,2.207218e-08
-6.580000e-01,2.369472e-08
-6.597500e-01,2.411434e-08
-6.615000e-01,2.405839e-08
-6.632500e-01,2.498156e-08
-6.650000e-01,2.419827e-08
-6.667500e-01,2.299535e-08
-6.685000e-01,2.319117e-08
-6.702500e-01,2.196028e-08
-6.720000e-01,2.277155e-08
-6.737500e-01,2.369472e-08
-6.755000e-01,2.352687e-08
-6.772500e-01,2.389054e-08
-6.790000e-01,2.400244e-08
-6.807500e-01,2.210015e-08
-6.825000e-01,2.224002e-08
-6.842500e-01,2.190433e-08
-6.860000e-01,2.170850e-08
-6.877500e-01,2.302332e-08
-6.895000e-01,2.377864e-08
-6.912500e-01,2.324712e-08
-6.930000e-01,2.386257e-08
-6.947500e-01,2.246382e-08
-6.965000e-01,2.224002e-08
-6.982500e-01,2.224002e-08
-7.000000e-01,2.123293e-08
-7.017500e-01,2.251977e-08
-7.035000e-01,2.299535e-08
-7.052500e-01,2.277155e-08
-7.070000e-01,2.403042e-08
-7.087500e-01,2.307927e-08
-7.105000e-01,2.193230e-08
-7.122500e-01,2.204420e-08
-7.140000e-01,2.128888e-08
-7.157500e-01,2.156863e-08
-7.175000e-01,2.299535e-08
-7.192500e-01,2.316320e-08
-7.210000e-01,2.293940e-08
-7.227500e-01,2.355484e-08
-7.245000e-01,2.226800e-08
-7.262500e-01,2.142875e-08
-7.280000e-01,2.193230e-08
-7.297500e-01,2.081331e-08
-7.315000e-01,2.235192e-08
-7.332500e-01,2.246382e-08
-7.350000e-01,2.254775e-08
-7.367500e-01,2.349890e-08
-7.385000e-01,2.221205e-08
-7.402500e-01,2.075736e-08
-7.420000e-01,2.134483e-08
-7.437500e-01,2.042166e-08
-7.455000e-01,2.134483e-08
-7.472500e-01,2.221205e-08
-7.490000e-01,2.212813e-08
-7.507500e-01,2.274357e-08
-7.525000e-01,2.246382e-08
-7.542500e-01,2.142875e-08
-7.560000e-01,2.117698e-08
-7.577500e-01,2.070141e-08
-7.595000e-01,2.078533e-08
-7.612500e-01,2.184838e-08
-7.630000e-01,2.249180e-08
-7.647500e-01,2.182040e-08
-7.665000e-01,2.265965e-08
-7.682500e-01,2.103710e-08
-7.700000e-01,2.072938e-08
-7.717500e-01,2.061748e-08
-7.735000e-01,1.966634e-08
-7.752500e-01,2.033773e-08
-7.770000e-01,2.182040e-08
-7.787500e-01,2.159660e-08
-7.805000e-01,2.271560e-08
-7.822500e-01,2.184838e-08
-7.840000e-01,2.086926e-08
-7.857500e-01,2.084128e-08
-7.875000e-01,2.033773e-08
-7.892500e-01,2.030976e-08
-7.910000e-01,2.128888e-08
-7.927500e-01,2.156863e-08
-7.945000e-01,2.179243e-08
